Index,T (C),P (kbars),log(10) f O2,liq mass (gm),liq rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,liq G (kJ),liq H (kJ),liq S (J/K),liq V (cc),liq Cp (J/K),activity SiO2,activity TiO2,activity Al2O3,activity Fe2O3,activity MgCr2O4,activity Fe2SiO4,activity MnSi0.5O2,activity Mg2SiO4,activity NiSi0.5O2,activity CoSi0.5O2,activity CaSiO3,activity Na2SiO3,activity KAlSiO4,activity Ca3(PO4)2,activity CO2,activity SO3,activity Cl2O-1,activity F2O-1,activity H2O,liq vis (log 10 poise),sol mass (gm),sol rho (gm/cc),sol G (kJ),sol H (kJ),sol S (J/K),sol V (cc),sol Cp (J/K),sys G (kJ),sys H (kJ),sys S (J/K),sys V (cc),sys Cp (J/K),sys dVdT (cc/K),sys dVdP (cc/bar),sys alpha (1/K),sys beta (1/bar),liq dVdT (cc/K),liq dVdP (cc/bar),liq alpha (1/K),liq beta (1/bar)
1,1200.00,1.000,-8.227,8.3164741389327e+01,2.7462,48.6294,1.8012,16.2567,1.6083,0.0501,8.4003,0.0250,8.5271,0.0132,0.0000,11.1399,2.2683,0.0299,0.0120,0.0361,1.2024,0.0000,0.0000,0.0000,-1.3265886236275e+03,-1.0025779833324e+03,2.1994409279106e+02,3.0284086586668e+01,1.2138050370783e+02,4.3309317e-01,3.2770867e-02,1.3356375e-02,2.8751709e-03,1.8348850e-03,7.7003367e-02,4.5796181e-04,6.1458618e-02,5.9436603e-04,0.0000000e+00,1.1281887e-01,1.5493536e-04,4.4125969e-04,4.9212352e-03,3.3534016e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,3.0147768e-05,2.0946,1.5661042775721e+01,3.0862,-2.5384708730615e+02,-1.9776667153574e+02,3.8068367627469e+01,5.0744640866679e+00,1.9403801277057e+01,-1.5804357109337e+03,-1.2003446548681e+03, 2.5801246041852e+02, 3.5358550673336e+01, 1.4078430498489e+02, 2.2733823954459e-03,-1.7425031247263e-04, 6.4295123871135e-05, 4.9280954437999e-06, 2.0737853755082e-03,-1.6942211096617e-04, 6.8477725738017e-05, 5.5944269767329e-06
2,1190.00,1.000,-8.340,7.4833160161390e+01,2.7559,48.8578,2.0017,15.4203,1.7157,0.0553,8.8875,0.0265,8.1906,0.0106,0.0000,11.1187,2.2926,0.0330,0.0134,0.0401,1.3363,0.0000,0.0000,0.0000,-1.1836796497473e+03,-8.9568774840335e+02,1.9683005935412e+02,2.7153598544672e+01,1.0853138402490e+02,4.4310004e-01,3.6350589e-02,1.1867719e-02,2.8438094e-03,1.9316659e-03,8.3608236e-02,4.8801011e-04,5.7791412e-02,4.6574056e-04,0.0000000e+00,1.1348263e-01,1.5115858e-04,4.6619565e-04,5.5006401e-03,3.7886046e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,3.7688205e-05,2.1238,8.3322397221810e+00,2.8102,-1.4072283183909e+02,-1.1103398387231e+02,2.0291048741944e+01,2.9650108150696e+00,1.0275271887368e+01,-1.5777751967080e+03,-1.2046089768162e+03, 2.5504303720858e+02, 3.5189160729906e+01, 1.3818513898336e+02, 2.1551413872685e-03,-1.6146738497451e-04, 6.1244466834839e-05, 4.5885545896889e-06, 1.8707120100167e-03,-1.5293125913939e-04, 6.8893705080711e-05, 5.6320807309496e-06
3,1180.00,1.000,-8.454,6.8021756290739e+01,2.7657,49.0654,2.2018,14.6146,1.8190,0.0581,9.3389,0.0280,7.8700,0.0086,0.0000,11.1282,2.3024,0.0360,0.0147,0.0441,1.4701,0.0000,0.0000,0.0000,-1.0671514520385e+03,-8.0860142866052e+02,1.7792383675322e+02,2.4594389535669e+01,9.8055099421893e+01,4.5270647e-01,3.9771515e-02,1.0543666e-02,2.8057890e-03,1.9343101e-03,9.0073280e-02,5.1514693e-04,5.4291143e-02,3.7100190e-04,0.0000000e+00,1.1426669e-01,1.4669975e-04,4.8802855e-04,6.0716093e-03,4.2269268e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,4.6207701e-05,2.1505,6.8129529368822e+00,2.8134,-1.1458485854234e+02,-9.0549021327953e+01,1.6540506633444e+01,2.4216128378208e+00,8.3836686506578e+00,-1.5751574839117e+03,-1.2082954313394e+03, 2.5245986482623e+02, 3.5046801499535e+01, 1.3605735309046e+02, 2.0581287416696e-03,-1.5093339394110e-04, 5.8725151900009e-05, 4.3066239280952e-06, 1.7046035181611e-03,-1.3935003046979e-04, 6.9308632998957e-05, 5.6659275997762e-06
4,1170.00,1.000,-8.570,6.0442548508660e+01,2.7792,49.0044,2.4629,14.0153,1.9300,0.0559,9.8966,0.0309,7.5110,0.0084,0.0000,10.9697,2.3540,0.0402,0.0165,0.0496,1.6545,0.0000,0.0000,0.0000,-9.3931595641551e+02,-7.1243003690176e+02,1.5721575686086e+02,2.1748058788890e+01,8.6548952506154e+01,4.5933493e-01,4.4343234e-02,9.6100636e-03,2.6929948e-03,1.7365591e-03,9.8254735e-02,5.6174108e-04,5.0756332e-02,3.5201834e-04,0.0000000e+00,1.1258374e-01,1.4416578e-04,5.2104388e-04,6.8484432e-03,4.7878973e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,5.8889781e-05,2.1510,7.5822511836708e+00,2.8941,-1.2610505380237e+02,-9.9769056191807e+01,1.8248967612901e+01,2.6198613655760e+00,9.2640544093491e+00,-1.5725909819038e+03,-1.2122009121651e+03, 2.4972460918038e+02, 3.4814876396444e+01, 1.3377186218114e+02, 1.9592660957020e-03,-1.3904918151930e-04, 5.6276692566458e-05, 3.9939587874998e-06, 1.5252647830223e-03,-1.2435900420131e-04, 7.0133375940731e-05, 5.7181657180752e-06
5,1160.00,1.000,-8.688,5.2030759553767e+01,2.7974,48.6721,2.8268,13.5709,2.0559,0.0492,10.5809,0.0359,7.0030,0.0098,0.0000,10.6945,2.4559,0.0463,0.0192,0.0577,1.9219,0.0000,0.0000,0.0000,-7.9927374528411e+02,-6.0647436174555e+02,1.3452840493916e+02,1.8599555947032e+01,7.3879415489736e+01,4.6314323e-01,5.0595396e-02,8.9164905e-03,2.5173128e-03,1.3780392e-03,1.0922566e-01,6.3461882e-04,4.6261030e-02,3.9412918e-04,0.0000000e+00,1.0920981e-01,1.4453892e-04,5.6834756e-04,7.9472469e-03,5.5077731e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,7.9135643e-05,2.1244,8.4201228455243e+00,2.9507,-1.3860510668981e+02,-1.0974302406158e+02,2.0138912624793e+01,2.8536344823867e+00,1.0237446420726e+01,-1.5700696709755e+03,-1.2163338004374e+03, 2.4682403833380e+02, 3.4512396344481e+01, 1.3128231546566e+02, 1.8544336692207e-03,-1.2576502993138e-04, 5.3732393737916e-05, 3.6440538256480e-06, 1.3287434761978e-03,-1.0782222143944e-04, 7.1439526835043e-05, 5.7970320230494e-06
6,1150.00,1.000,-8.807,4.5362676845998e+01,2.8163,48.3219,3.2035,13.1213,2.1761,0.0393,11.2280,0.0411,6.5191,0.0112,0.0000,10.4502,2.5428,0.0527,0.0220,0.0661,2.2045,0.0000,0.0000,0.0000,-6.8878602146465e+02,-5.2289853474657e+02,1.1656359956300e+02,1.6106904982827e+01,6.3875920386676e+01,4.6685455e-01,5.6755401e-02,8.2563300e-03,2.3388836e-03,9.9174699e-04,1.2068103e-01,7.0530501e-04,4.2054895e-02,4.3373588e-04,0.0000000e+00,1.0598614e-01,1.4436874e-04,6.1161225e-04,9.0404783e-03,6.2165137e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.0374983e-04,2.0926,6.6757321385149e+00,2.9550,-1.0926472241845e+02,-8.6622169711620e+01,1.5910165974654e+01,2.2591524761182e+00,8.0907258913272e+00,-1.5675895493416e+03,-1.2198462533530e+03, 2.4434760635816e+02, 3.4270829055671e+01, 1.2930428916589e+02, 1.7702675051651e-03,-1.1514896760820e-04, 5.1655228482783e-05, 3.3599702948870e-06, 1.1725893022655e-03,-9.4606609210888e-05, 7.2800410973785e-05, 5.8736678034518e-06
7,1140.00,1.000,-8.928,3.9856274062607e+01,2.8358,47.9688,3.5940,12.6658,2.2895,0.0257,11.8253,0.0468,6.0495,0.0128,0.0000,10.2348,2.6181,0.0596,0.0251,0.0753,2.5090,0.0000,0.0000,0.0000,-5.9816983314619e+02,-4.5437019533530e+02,1.0175822652294e+02,1.4054581879550e+01,5.5651939145529e+01,4.7064206e-01,6.2782490e-02,7.6223450e-03,2.1637075e-03,5.8075385e-04,1.3274720e-01,7.7479300e-04,3.8085566e-02,4.7155945e-04,0.0000000e+00,1.0291415e-01,1.4379939e-04,6.5085371e-04,1.0123033e-02,6.9046222e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.3384140e-04,2.0565,5.5151196064926e+00,2.9639,-8.9588053167330e+01,-7.1087817325417e+01,1.3091487699051e+01,1.8607612102210e+00,6.6565238320722e+00,-1.5651511422960e+03,-1.2229524726455e+03, 2.4215311159499e+02, 3.4070475922151e+01, 1.2766357032454e+02, 1.6992825084923e-03,-1.0633254004387e-04, 4.9875514283249e-05, 3.1209584593661e-06, 1.0428031651266e-03,-8.3633189741312e-05, 7.4196669389641e-05, 5.9505996306442e-06
8,1130.00,1.000,-9.051,3.5047960848840e+01,2.8549,47.6660,3.9929,12.2079,2.3896,0.0097,12.3219,0.0533,5.5764,0.0145,0.0000,10.0444,2.6887,0.0672,0.0285,0.0856,2.8532,0.0000,0.0000,0.0000,-5.2002401554772e+02,-3.9530878992290e+02,8.8882318800427e+01,1.2276363815681e+01,4.8510995084558e+01,4.7494338e-01,6.8579768e-02,7.0020486e-03,2.0021405e-03,1.9488526e-04,1.4553738e-01,8.4673046e-04,3.4285426e-02,5.0995777e-04,0.0000000e+00,9.9997871e-02,1.4280023e-04,6.8494133e-04,1.1207888e-02,7.5565897e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.7150171e-04,2.0202,4.8189571929648e+00,2.9858,-7.7296678792516e+01,-6.1330912395582e+01,1.1378517191272e+01,1.6139357092962e+00,5.7770250688591e+00,-1.5627675862208e+03,-1.2258344380072e+03, 2.4012625037492e+02, 3.3896810785642e+01, 1.2621932432791e+02, 1.6345159426672e-03,-9.8654953182415e-05, 4.8220345949465e-05, 2.9104494167989e-06, 9.2733474178363e-04,-7.4081990911901e-05, 7.5538225789556e-05, 6.0345222758285e-06
9,1120.00,1.000,-9.175,2.9727299455445e+01,2.8641,47.9113,4.3164,11.8002,2.4095,0.0002,12.2474,0.0628,4.9949,0.0171,0.0000,9.8554,2.8076,0.0785,0.0336,0.1009,3.3639,0.0000,0.0000,0.0000,-4.3733940175687e+02,-3.3307762660251e+02,7.4838872450455e+01,1.0379396612233e+01,4.0700724748016e+01,4.8316013e-01,7.3546342e-02,6.3181565e-03,1.9209675e-03,4.2502690e-06,1.5842352e-01,9.5484003e-04,3.0383059e-02,5.7101212e-04,0.0000000e+00,9.7252934e-02,1.3970666e-04,7.0127692e-04,1.2523174e-02,8.1166325e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.2674194e-04,2.0227,5.3410152206668e+00,3.0863,-8.2133236597677e+01,-6.4788989307205e+01,1.2449662484637e+01,1.7305285562481e+00,6.2629673655247e+00,-1.5605758374079e+03,-1.2290603649503e+03, 2.3796107558962e+02, 3.3720475383873e+01, 1.2458476036893e+02, 1.5501215797418e-03,-9.0628431102199e-05, 4.5969742777799e-05, 2.6876380024447e-06, 7.8785711352270e-04,-6.4118988142512e-05, 7.5905868419568e-05, 6.1775255863082e-06
10,1110.00,1.000,-9.302,2.1656124990148e+01,2.8339,50.4779,4.3251,11.4143,2.0786,0.0000,9.9167,0.0862,4.0514,0.0235,0.0000,9.6148,3.1029,0.1063,0.0462,0.1385,4.6176,0.0000,0.0000,0.0000,-3.1950140261229e+02,-2.4487528141049e+02,5.3953744136068e+01,7.6418067153162e+00,2.9051398021545e+01,5.1022221e-01,7.6283935e-02,5.2880561e-03,2.0526587e-03,2.7123812e-10,1.6550164e-01,1.2370974e-03,2.5826608e-02,7.3774723e-04,0.0000000e+00,9.4839291e-02,1.2881104e-04,6.5760585e-04,1.4582182e-02,8.2772473e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,3.4998108e-04,2.1583,8.1164865367202e+00,3.2159,-1.1786862795281e+02,-9.2119365555747e+01,1.8616391857040e+01,2.5238939681810e+00,9.2376109356613e+00,-1.5588545963130e+03,-1.2337024414166e+03, 2.3508090582829e+02, 3.3496310907612e+01, 1.2207731464352e+02, 1.3958903929546e-03,-7.9354629039346e-05, 4.1672959055244e-05, 2.3690557822388e-06, 5.5214699881354e-04,-5.0140684838066e-05, 7.2253463007235e-05, 6.5613652250025e-06
