Index,T (C),P (kbars),log(10) f O2,liq mass (gm),liq rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,liq G (kJ),liq H (kJ),liq S (J/K),liq V (cc),liq Cp (J/K),activity SiO2,activity TiO2,activity Al2O3,activity Fe2O3,activity MgCr2O4,activity Fe2SiO4,activity MnSi0.5O2,activity Mg2SiO4,activity NiSi0.5O2,activity CoSi0.5O2,activity CaSiO3,activity Na2SiO3,activity KAlSiO4,activity Ca3(PO4)2,activity CO2,activity SO3,activity Cl2O-1,activity F2O-1,activity H2O,liq vis (log 10 poise),sol mass (gm),sol rho (gm/cc),sol G (kJ),sol H (kJ),sol S (J/K),sol V (cc),sol Cp (J/K),sys G (kJ),sys H (kJ),sys S (J/K),sys V (cc),sys Cp (J/K),sys dVdT (cc/K),sys dVdP (cc/bar),sys alpha (1/K),sys beta (1/bar),liq dVdT (cc/K),liq dVdP (cc/bar),liq alpha (1/K),liq beta (1/bar)
1,1200.00,3.000,-8.078,8.9678136772270e+01,2.6850,47.9665,1.6709,16.6901,1.5018,0.0557,8.0628,0.0245,8.4028,0.0155,0.0000,11.1099,2.2302,0.0279,0.0112,1.1151,1.1151,0.0000,0.0000,0.0000,-1.4412435824517e+03,-1.0794002863348e+03,2.4562556163108e+02,3.3400243064264e+01,1.3236629057757e+02,3.9145510e-01,3.4846476e-02,1.2127008e-02,2.8181701e-03,1.5288255e-03,6.6649434e-02,3.5633892e-04,5.9499294e-02,5.3948052e-04,0.0000000e+00,1.0234748e-01,1.0655350e-04,3.6013377e-04,3.6837662e-03,2.3580279e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.0858220e-02,1.7938,1.0118090077962e+01,3.2815,-1.5963534453892e+02,-1.2351170820195e+02,2.4521356506107e+01,3.0834129883382e+00,1.2582019578494e+01,-1.6008789269906e+03,-1.2029119945368e+03, 2.7014691813718e+02, 3.6483656052602e+01, 1.4494831015607e+02, 3.4016562460130e-03,-2.8199909066373e-04, 9.3237811504102e-05, 7.7294635783525e-06, 3.2563415542962e-03,-2.7971944177654e-04, 9.7494546612453e-05, 8.3747726397780e-06
2,1190.00,3.000,-8.190,8.8842392247625e+01,2.6843,48.0578,1.6861,16.8358,1.5038,0.0498,7.9981,0.0245,8.0771,0.0142,0.0000,11.2110,2.2512,0.0281,0.0113,1.1256,1.1256,0.0000,0.0000,0.0000,-1.4257217033727e+03,-1.0709508722692e+03,2.4247058135083e+02,3.3097633286349e+01,1.3088743063443e+02,3.9224009e-01,3.5328001e-02,1.1966500e-02,2.8821534e-03,1.3705499e-03,6.7034689e-02,3.5636484e-04,5.6757037e-02,5.0455130e-04,0.0000000e+00,1.0335941e-01,1.0191049e-04,3.5586710e-04,3.8948443e-03,2.4402475e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.1219423e-02,1.8601,8.3831374332335e-01,3.3058,-1.3106038344567e+01,-1.0150124640247e+01,2.0202396912968e+00,2.5359109243054e-01,1.0370719746488e+00,-1.5981715730034e+03,-1.2047028579649e+03, 2.6891891811401e+02, 3.6432297506869e+01, 1.4449102446374e+02, 3.3825251235338e-03,-2.8078468699455e-04, 9.2844134326035e-05, 7.7070266277225e-06, 3.2259351986626e-03,-2.7831990635953e-04, 9.7467247000803e-05, 8.4090576492766e-06
3,1180.00,3.000,-8.303,8.8034048414097e+01,2.6836,48.1489,1.7011,16.9787,1.5056,0.0442,7.9302,0.0244,7.7599,0.0131,0.0000,11.3106,2.2718,0.0284,0.0114,1.1359,1.1359,0.0000,0.0000,0.0000,-1.4107225856730e+03,-1.0628341992575e+03,2.3940294285899e+02,3.2804914271127e+01,1.2946017846998e+02,3.9298250e-01,3.5811847e-02,1.1803421e-02,2.9466454e-03,1.2202336e-03,6.7382773e-02,3.5632292e-04,5.4121770e-02,4.7112452e-04,0.0000000e+00,1.0435029e-01,9.7431499e-05,3.5164389e-04,4.1168450e-03,2.5256762e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.1586006e-02,1.9270,8.1092393815810e-01,3.3139,-1.2614918743848e+01,-9.7869596266876e+00,1.9460889221076e+00,2.4470685507283e-01,1.0004066520704e+00,-1.5954767072810e+03,-1.2064734629883e+03, 2.6769655183062e+02, 3.6381833547537e+01, 1.4404759710159e+02, 3.3637770870443e-03,-2.7959903108138e-04, 9.2457602024075e-05, 7.6851275435598e-06, 3.1964130518439e-03,-2.7695568801989e-04, 9.7437018899855e-05, 8.4425060748795e-06
4,1170.00,3.000,-8.418,8.4065081379298e+01,2.6806,48.0876,1.7508,17.4911,1.5072,0.0339,8.0024,0.0255,7.3321,0.0136,0.0000,10.9650,2.3700,0.0297,0.0119,1.1896,1.1896,0.0000,0.0000,0.0000,-1.3445253162741e+03,-1.0153050122961e+03,2.2812618506599e+02,3.1361105083557e+01,1.2325471605816e+02,3.9309978e-01,3.8183970e-02,1.2063826e-02,2.9327932e-03,9.0919151e-04,6.9765755e-02,3.6736981e-04,5.1334591e-02,4.9764555e-04,0.0000000e+00,1.0000611e-01,9.0536570e-05,3.4919064e-04,4.5576102e-03,2.6915187e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.3024340e-02,1.9815,3.9737582197454e+00,3.2524,-6.3886382145680e+01,-5.0482304679518e+01,9.2880694772974e+00,1.2217839391700e+00,4.7292623521987e+00,-1.5928368321513e+03,-1.2095366798036e+03, 2.6559966209176e+02, 3.6157249642393e+01, 1.4255374259175e+02, 3.3114260174589e-03,-2.7453089020865e-04, 9.1584012893958e-05, 7.5926928326643e-06, 3.0929108443932e-03,-2.7088610065180e-04, 9.8622508235999e-05, 8.6376452593129e-06
5,1160.00,3.000,-8.534,7.9829952268922e+01,2.6765,48.0359,1.8035,18.0667,1.5060,0.0239,8.0754,0.0269,6.8591,0.0144,0.0000,10.5545,2.4847,0.0313,0.0125,1.2527,1.2527,0.0000,0.0000,0.0000,-1.2743946190548e+03,-9.6450317982857e+02,2.1623098714456e+02,2.9826568663934e+01,1.1665186520731e+02,3.9336317e-01,4.0998227e-02,1.2370298e-02,2.9134490e-03,6.1966188e-04,7.2519194e-02,3.8033039e-04,4.8315228e-02,5.3130503e-04,0.0000000e+00,9.5062102e-02,8.3523120e-05,3.4588651e-04,5.0884949e-03,2.8781253e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.4684198e-02,2.0385,4.2425270186292e+00,3.2604,-6.7976435094213e+01,-5.3820293344899e+01,9.8776413838840e+00,1.3012159583934e+00,5.0354438547725e+00,-1.5902264443761e+03,-1.2126840205089e+03, 2.6343538629403e+02, 3.5920182443207e+01, 1.4096211874606e+02, 3.2547885522877e-03,-2.6916288235442e-04, 9.0611693229393e-05, 7.4933606693114e-06, 2.9823576771952e-03,-2.6445004402132e-04, 9.9989969037284e-05, 8.8662576979930e-06
6,1150.00,3.000,-8.653,7.5923602318760e+01,2.6721,48.0128,1.8518,18.6114,1.5033,0.0152,8.1353,0.0283,6.4035,0.0151,0.0000,10.1429,2.6000,0.0329,0.0132,1.3171,1.3171,0.0000,0.0000,0.0000,-1.2098456414018e+03,-9.1771991005465e+02,2.0526700020883e+02,2.8413028940370e+01,1.1057411051862e+02,3.9389249e-01,4.3919567e-02,1.2627961e-02,2.8931204e-03,3.8398253e-04,7.5282383e-02,3.9354459e-04,4.5418033e-02,5.6600675e-04,0.0000000e+00,9.0276846e-02,7.6933248e-05,3.4199862e-04,5.6634228e-03,3.0731001e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.6395306e-02,2.0967,3.9124001785403e+00,3.2619,-6.2492755504420e+01,-4.9573177935062e+01,9.0781559001920e+00,1.1994253530096e+00,4.6338550269416e+00,-1.5876406439274e+03,-1.2156710224206e+03, 2.6137063662074e+02, 3.5702246350404e+01, 1.3949159953588e+02, 3.2008732125447e-03,-2.6413646543190e-04, 8.9654672737660e-05, 7.3983150202793e-06, 2.8796521084532e-03,-2.5842944735695e-04, 1.0134970525306e-04, 9.0954557467039e-06
7,1140.00,3.000,-8.773,7.0410823290386e+01,2.6693,48.0401,1.9599,18.6530,1.5391,0.0117,8.3964,0.0303,6.0740,0.0153,0.0000,9.6712,2.7190,0.0354,0.0142,1.4202,1.4202,0.0000,0.0000,0.0000,-1.1174271612162e+03,-8.4873080291370e+02,1.9014001224394e+02,2.6378293839004e+01,1.0214220597352e+02,3.9636760e-01,4.8705655e-02,1.2250367e-02,2.8219584e-03,2.8173751e-04,7.9725084e-02,4.1254387e-04,4.3261602e-02,5.6394881e-04,0.0000000e+00,8.5115826e-02,7.1135003e-05,3.4481338e-04,6.2574316e-03,3.3294942e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.9649089e-02,2.1196,5.5194912901876e+00,2.9924,-9.0484116998647e+01,-7.2159492235326e+01,1.2967218457574e+01,1.8444944410117e+00,6.6402331186253e+00,-1.5850408142215e+03,-1.2190463156602e+03, 2.5899196727968e+02, 3.5506675106541e+01, 1.3766587770357e+02, 3.1209900624264e-03,-2.5586082101580e-04, 8.7898685333437e-05, 7.2059921197372e-06, 2.7408651036403e-03,-2.4816265825620e-04, 1.0390607976273e-04, 9.4078358430163e-06
8,1130.00,3.000,-8.894,6.5057124156429e+01,2.6672,47.9597,2.0845,18.6537,1.5849,0.0089,8.6766,0.0328,5.7046,0.0165,0.0000,9.3019,2.8481,0.0383,0.0154,1.5371,1.5371,0.0000,0.0000,0.0000,-1.0276769021267e+03,-7.8139835226467e+02,1.7551833365075e+02,2.4391702677134e+01,9.4002645675094e+01,3.9666048e-01,5.3913602e-02,1.1822937e-02,2.7615264e-03,2.0176666e-04,8.4212302e-02,4.3540376e-04,4.0630257e-02,5.9775493e-04,0.0000000e+00,8.1170301e-02,6.6925008e-05,3.5231192e-04,6.9011395e-03,3.5965052e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,3.3457983e-02,2.1261,5.3620968587400e+00,2.9783,-8.7991810437512e+01,-7.0302133758107e+01,1.2607117328443e+01,1.8004123312179e+00,6.4954181418204e+00,-1.5824670105664e+03,-1.2222687190043e+03, 2.5670690344023e+02, 3.5314119308690e+01, 1.3597944377071e+02, 3.0442535268511e-03,-2.4728217977064e-04, 8.6204996371012e-05, 7.0023600931141e-06, 2.6082679982658e-03,-2.3761030138864e-04, 1.0693259231595e-04, 9.7414397237381e-06
9,1120.00,3.000,-9.018,5.9945954386467e+01,2.6639,47.8740,2.2272,18.6389,1.6250,0.0066,8.8860,0.0356,5.3066,0.0179,0.0000,8.9996,2.9883,0.0414,0.0167,1.6682,1.6682,0.0000,0.0000,0.0000,-9.4278613308185e+02,-7.1760928727433e+02,1.6163144371211e+02,2.2502708613737e+01,8.6277165995681e+01,3.9608146e-01,5.9819037e-02,1.1350980e-02,2.7078906e-03,1.4166004e-04,8.8180456e-02,4.5967872e-04,3.7765331e-02,6.3396825e-04,0.0000000e+00,7.7969407e-02,6.3511747e-05,3.6086507e-04,7.5881872e-03,3.8602976e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,3.7789616e-02,2.1280,5.1210998241805e+00,2.9795,-8.3300007818288e+01,-6.6536196776305e+01,1.2033026624543e+01,1.7187881788872e+00,6.1914041589016e+00,-1.5799042155490e+03,-1.2253067373550e+03, 2.5452928844273e+02, 3.5136323068486e+01, 1.3439393772107e+02, 2.9697075584972e-03,-2.3888309032767e-04, 8.4519588253693e-05, 6.7987503946285e-06, 2.4816146317473e-03,-2.2731803142980e-04, 1.1028070772922e-04, 1.0101807534895e-05
10,1110.00,3.000,-9.143,5.5495241449918e+01,2.6597,47.8371,2.3510,18.6449,1.6568,0.0031,9.0496,0.0384,4.9310,0.0194,0.0000,8.6727,3.1294,0.0446,0.0180,1.8020,1.8020,0.0000,0.0000,0.0000,-8.6934316512428e+02,-6.6249249805127e+02,1.4955042263892e+02,2.0864908208491e+01,7.9567241338194e+01,3.9605683e-01,6.5790158e-02,1.0913601e-02,2.6546428e-03,6.2574882e-05,9.2025562e-02,4.8342554e-04,3.5161867e-02,6.6985362e-04,0.0000000e+00,7.4584085e-02,5.9834339e-05,3.6687272e-04,8.3025762e-03,4.1229806e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,4.2229972e-02,2.1340,4.4605099299252e+00,2.9976,-7.1989290909155e+01,-5.7575297516595e+01,1.0421135374009e+01,1.4880268426295e+00,5.3616040858328e+00,-1.5773854436153e+03,-1.2281361731748e+03, 2.5250281635434e+02, 3.4978884860715e+01, 1.3298966628009e+02, 2.9024992558420e-03,-2.3153008316370e-04, 8.2978610307323e-05, 6.6191384912825e-06, 2.3695191937886e-03,-2.1833047110092e-04, 1.1356480316670e-04, 1.0464003431947e-05
