Index,T (C),P (kbars),log(10) f O2,liq mass (gm),liq rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,liq G (kJ),liq H (kJ),liq S (J/K),liq V (cc),liq Cp (J/K),activity SiO2,activity TiO2,activity Al2O3,activity Fe2O3,activity MgCr2O4,activity Fe2SiO4,activity MnSi0.5O2,activity Mg2SiO4,activity NiSi0.5O2,activity CoSi0.5O2,activity CaSiO3,activity Na2SiO3,activity KAlSiO4,activity Ca3(PO4)2,activity CO2,activity SO3,activity Cl2O-1,activity F2O-1,activity H2O,liq vis (log 10 poise),sol mass (gm),sol rho (gm/cc),sol G (kJ),sol H (kJ),sol S (J/K),sol V (cc),sol Cp (J/K),sys G (kJ),sys H (kJ),sys S (J/K),sys V (cc),sys Cp (J/K),sys dVdT (cc/K),sys dVdP (cc/bar),sys alpha (1/K),sys beta (1/bar),liq dVdT (cc/K),liq dVdP (cc/bar),liq alpha (1/K),liq beta (1/bar)
1,1200.00,2.000,-8.152,9.0389387571147e+01,2.6648,47.8732,1.6585,16.5776,1.5244,0.0653,8.1313,0.0246,8.6405,0.0162,0.0000,11.0245,2.2126,0.0277,0.0111,1.1063,1.1063,0.0000,0.0000,0.0000,-1.4553564228776e+03,-1.0902148371553e+03,2.4786449833504e+02,3.3919172650336e+01,1.3362686401291e+02,3.9112095e-01,3.4551870e-02,1.2103897e-02,2.7966596e-03,1.8025134e-03,6.6499305e-02,3.5738923e-04,6.1353824e-02,5.5899207e-04,0.0000000e+00,1.0128220e-01,1.0682608e-04,3.6295648e-04,3.6049686e-03,2.3535567e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.0768344e-02,1.7725,9.4093377022893e+00,3.2716,-1.4923054159164e+02,-1.1559161529054e+02,2.2834691851541e+01,2.8761080041881e+00,1.1728598389937e+01,-1.6045869644692e+03,-1.2058064524459e+03, 2.7069919018658e+02, 3.6795280654524e+01, 1.4535546240284e+02, 3.4989267914543e-03,-3.0721453713663e-04, 9.5091727232801e-05, 8.3492918567769e-06, 3.3632709609832e-03,-3.0507953369235e-04, 9.9155453927323e-05, 8.9943094083496e-06
2,1190.00,2.000,-8.265,8.9530569375821e+01,2.6640,47.9648,1.6739,16.7256,1.5269,0.0588,8.0690,0.0245,8.3080,0.0149,0.0000,11.1267,2.2339,0.0279,0.0112,1.1169,1.1169,0.0000,0.0000,0.0000,-1.4393957775211e+03,-1.0814561509354e+03,2.4463631656743e+02,3.3607069868503e+01,1.3210520902525e+02,3.9193526e-01,3.5034203e-02,1.1945476e-02,2.8616106e-03,1.6275762e-03,6.6921594e-02,3.5748908e-04,5.8532185e-02,5.2300153e-04,0.0000000e+00,1.0230735e-01,1.0214589e-04,3.5861689e-04,3.8140890e-03,2.4361837e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.1130871e-02,1.8388,8.6141762830347e-01,3.2991,-1.3522777651547e+01,-1.0482413040078e+01,2.0779582486204e+00,2.6110814795836e-01,1.0675141952078e+00,-1.6018744418151e+03,-1.2076118460990e+03, 2.6946150136086e+02, 3.6742040961474e+01, 1.4488655678560e+02, 3.4784252483382e-03,-3.0582542090868e-04, 9.4671530413499e-05, 8.3235828197283e-06, 3.3311108654361e-03,-3.0349928404446e-04, 9.9119348353485e-05, 9.0308165880567e-06
3,1180.00,2.000,-8.379,8.8700174495065e+01,2.6632,48.0561,1.6889,16.8710,1.5292,0.0527,8.0035,0.0245,7.9841,0.0137,0.0000,11.2274,2.2548,0.0282,0.0113,1.1274,1.1274,0.0000,0.0000,0.0000,-1.4239777197955e+03,-1.0730437338034e+03,2.4149880328391e+02,3.3305257304226e+01,1.3063709434744e+02,3.9270483e-01,3.5518668e-02,1.1784462e-02,2.9271283e-03,1.4611233e-03,6.7306882e-02,3.5751855e-04,5.5820638e-02,4.8852610e-04,0.0000000e+00,1.0331127e-01,9.7632211e-05,3.5432185e-04,4.0341390e-03,2.5220333e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.1498654e-02,1.9058,8.3300671226754e-01,3.3070,-1.3012568434960e+01,-1.0104697375149e+01,2.0010811408394e+00,2.5189031161178e-01,1.0294619479357e+00,-1.5991745166692e+03,-1.2093962796890e+03, 2.6822987095634e+02, 3.6689757828479e+01, 1.4443203105060e+02, 3.4583515143236e-03,-3.0446687747860e-04, 9.4259317014057e-05, 8.2984161111652e-06, 3.2998970273380e-03,-3.0195643209573e-04, 9.9080364315914e-05, 9.0663293586810e-06
4,1170.00,2.000,-8.494,8.7896859919249e+01,2.6625,48.1473,1.7037,17.0137,1.5311,0.0468,7.9347,0.0244,7.6686,0.0125,0.0000,11.3265,2.2754,0.0284,0.0114,1.1377,1.1377,0.0000,0.0000,0.0000,-1.4090774310991e+03,-1.0649619961352e+03,2.3844744826515e+02,3.3013255852415e+01,1.2922002070398e+02,3.9343175e-01,3.6005553e-02,1.1621001e-02,2.9932086e-03,1.3030071e-03,6.7654331e-02,3.5747890e-04,5.3215212e-02,4.5556073e-04,0.0000000e+00,1.0429418e-01,9.3280537e-05,3.5007093e-04,4.2657141e-03,2.6112796e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.1872077e-02,1.9736,8.0593753219243e-01,3.3152,-1.2526254153242e+01,-9.7439975313980e+00,1.9279053610806e+00,2.4310210676834e-01,9.9319181906330e-01,-1.5964871262547e+03,-1.2111607813310e+03, 2.6700366900437e+02, 3.6638387033559e+01, 1.4399118046540e+02, 3.4386824391741e-03,-3.0313742514183e-04, 9.3854634922232e-05, 8.2737655689967e-06, 3.2695821011016e-03,-3.0044918650645e-04, 9.9038462480593e-05, 9.1008650540134e-06
5,1160.00,2.000,-8.611,8.7119333052807e+01,2.6617,48.2383,1.7183,17.1536,1.5327,0.0412,7.8626,0.0244,7.3616,0.0114,0.0000,11.4242,2.2957,0.0287,0.0115,1.1479,1.1479,0.0000,0.0000,0.0000,-1.3946711595517e+03,-1.0571959665062e+03,2.3547792837145e+02,3.2730605969714e+01,1.2785158928706e+02,3.9411807e-01,3.6495168e-02,1.1455228e-02,3.0598476e-03,1.1531230e-03,6.7963074e-02,3.5737132e-04,5.0712061e-02,4.2409524e-04,0.0000000e+00,1.0525636e-01,8.9086446e-05,3.4586351e-04,4.5094507e-03,2.7041078e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.2251542e-02,2.0421,7.8015958834379e-01,3.3237,-1.2062811800580e+01,-9.3996252365743e+00,1.8582748239935e+00,2.3472608104580e-01,9.5863181298973e-01,-1.5938122091029e+03,-1.2129063276575e+03, 2.6578228478905e+02, 3.6587886213050e+01, 1.4356332761908e+02, 3.4193956044420e-03,-3.0183564235673e-04, 9.3457041615657e-05, 8.2496059105233e-06, 3.2401205758452e-03,-2.9897582917682e-04, 9.8993601855199e-05, 9.1344422236934e-06
6,1150.00,2.000,-8.730,8.3068749636882e+01,2.6579,48.2141,1.7663,17.6368,1.5359,0.0315,7.9433,0.0255,6.9378,0.0118,0.0000,11.0517,2.3955,0.0301,0.0120,1.2038,1.2038,0.0000,0.0000,0.0000,-1.3271942892594e+03,-1.0083227057811e+03,2.2406041772003e+02,3.1253813692424e+01,1.2152564796794e+02,3.9489174e-01,3.8990946e-02,1.1660798e-02,3.0432516e-03,8.5598614e-04,7.0575395e-02,3.6866272e-04,4.8027962e-02,4.4229562e-04,0.0000000e+00,1.0065901e-01,8.2296736e-05,3.4254925e-04,5.0014491e-03,2.8886001e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.3788397e-02,2.0999,4.0555015085214e+00,3.2311,-6.5207173176211e+01,-5.1820058025126e+01,9.4066789523841e+00,1.2551326702168e+00,4.8120042154859e+00,-1.5911937323310e+03,-1.2159744225513e+03, 2.6365408409495e+02, 3.6363548783585e+01, 1.4203026294372e+02, 3.3626162891786e-03,-2.9643033577498e-04, 9.2472170667141e-05, 8.1518538671559e-06, 3.1321449298922e-03,-2.9250615261627e-04, 1.0021640753082e-04, 9.3590547219259e-06
7,1140.00,2.000,-8.850,7.6284886450166e+01,2.6536,48.3011,1.8895,17.6064,1.5822,0.0287,8.2349,0.0274,6.5207,0.0113,0.0000,10.6121,2.5182,0.0327,0.0131,1.3109,1.3109,0.0000,0.0000,0.0000,-1.2133239170315e+03,-9.2287132320951e+02,2.0553557217707e+02,2.8747604046230e+01,1.1108051081648e+02,3.9834134e-01,4.3716713e-02,1.1185527e-02,2.9873844e-03,7.3576079e-04,7.5284732e-02,3.8776021e-04,4.5192258e-02,4.1816961e-04,0.0000000e+00,9.5766987e-02,7.6179115e-05,3.4611366e-04,5.5919966e-03,3.1546239e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.7160720e-02,2.1287,6.7910491440364e+00,2.9770,-1.1175426118291e+02,-8.9202853774657e+01,1.5958254543574e+01,2.2811756923125e+00,8.1879528394251e+00,-1.5885532088730e+03,-1.2198285661101e+03, 2.6092392369031e+02, 3.6133621805541e+01, 1.3974380924703e+02, 3.2645753186043e-03,-2.8622288134736e-04, 9.0347304130574e-05, 7.9212342147077e-06, 2.9608874967157e-03,-2.7982212570975e-04, 1.0299597461946e-04, 9.7337546899478e-06
8,1130.00,2.000,-8.973,7.0481087560410e+01,2.6492,48.3977,2.0089,17.5736,1.6248,0.0250,8.5020,0.0292,6.1178,0.0109,0.0000,10.1853,2.6376,0.0353,0.0142,1.4188,1.4188,0.0000,0.0000,0.0000,-1.1161469852820e+03,-8.4999237499195e+02,1.8968364771409e+02,2.6604564567377e+01,1.0216213774523e+02,4.0173527e-01,4.8696481e-02,1.0726722e-02,2.9316908e-03,6.0953259e-04,7.9988019e-02,4.0581494e-04,4.2471072e-02,3.9593923e-04,0.0000000e+00,9.1084722e-02,7.0352532e-05,3.4797790e-04,6.2079674e-03,3.4231089e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,3.0660782e-02,2.1576,5.8112355375772e+00,2.9809,-9.5247655943309e+01,-7.6154648505053e+01,1.3607246152055e+01,1.9495217648242e+00,6.9913962750712e+00,-1.5859429391582e+03,-1.2232887549089e+03, 2.5845717439283e+02, 3.5934480222939e+01, 1.3777974441372e+02, 3.1791435615397e-03,-2.7732646062586e-04, 8.8470559246054e-05, 7.7175587042116e-06, 2.8135399360928e-03,-2.6880068992756e-04, 1.0575403062762e-04, 1.0103555322126e-05
9,1120.00,2.000,-9.097,6.5445235383732e+01,2.6446,48.5078,2.1238,17.5391,1.6635,0.0203,8.7421,0.0310,5.7284,0.0105,0.0000,9.7703,2.7540,0.0379,0.0153,1.5280,1.5280,0.0000,0.0000,0.0000,-1.0320897072375e+03,-7.8699374482980e+02,1.7592934171316e+02,2.4746828471599e+01,9.4440832666956e+01,4.0510688e-01,5.3926325e-02,1.0282893e-02,2.8773441e-03,4.7064202e-04,8.4665076e-02,4.2297090e-04,3.9859327e-02,3.7530560e-04,0.0000000e+00,8.6599502e-02,6.4829522e-05,3.4834887e-04,6.8502060e-03,3.6940794e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,3.4285220e-02,2.1871,5.0436360401798e+00,2.9857,-8.2289759342722e+01,-6.5897307274486e+01,1.1766465971529e+01,1.6892611912806e+00,6.0528985624259e+00,-1.5833618662613e+03,-1.2264418835094e+03, 2.5619637709646e+02, 3.5759761751913e+01, 1.3606741512181e+02, 3.1034416192252e-03,-2.6946171951414e-04, 8.6785858383389e-05, 7.5353331877198e-06, 2.6847982209022e-03,-2.5908735184568e-04, 1.0849059805718e-04, 1.0469517422930e-05
10,1110.00,2.000,-9.222,6.0995026449291e+01,2.6394,48.6445,2.2308,17.5054,1.6966,0.0138,8.9444,0.0329,5.3510,0.0101,0.0000,9.3657,2.8689,0.0406,0.0164,1.6395,1.6395,0.0000,0.0000,0.0000,-9.5817940064929e+02,-7.3164253089624e+02,1.6378329881289e+02,2.3109212328849e+01,8.7636252963740e+01,4.0853491e-01,5.9357620e-02,9.8516253e-03,2.8261873e-03,3.0456395e-04,8.9248577e-02,4.3960937e-04,3.7356978e-02,3.5633867e-04,0.0000000e+00,8.2298071e-02,5.9592721e-05,3.4731094e-04,7.5222438e-03,3.9676543e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,3.8044390e-02,2.2182,4.4587182561092e+00,2.9945,-7.2289645706441e+01,-5.7960122930550e+01,1.0360064183849e+01,1.4889648282276e+00,5.3328662171119e+00,-1.5808143631974e+03,-1.2293659791860e+03, 2.5409274772180e+02, 3.5604333572625e+01, 1.3454576332322e+02, 3.0346764271463e-03,-2.6239568069731e-04, 8.5233344445449e-05, 7.3697680694424e-06, 2.5698328012772e-03,-2.5038761748109e-04, 1.1120382489493e-04, 1.0834969791182e-05
