Index,T (C),P (kbars),log(10) f O2,liq mass (gm),liq rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,liq G (kJ),liq H (kJ),liq S (J/K),liq V (cc),liq Cp (J/K),activity SiO2,activity TiO2,activity Al2O3,activity Fe2O3,activity MgCr2O4,activity Fe2SiO4,activity MnSi0.5O2,activity Mg2SiO4,activity NiSi0.5O2,activity CoSi0.5O2,activity CaSiO3,activity Na2SiO3,activity KAlSiO4,activity Ca3(PO4)2,activity CO2,activity SO3,activity Cl2O-1,activity F2O-1,activity H2O,liq vis (log 10 poise),sol mass (gm),sol rho (gm/cc),sol G (kJ),sol H (kJ),sol S (J/K),sol V (cc),sol Cp (J/K),sys G (kJ),sys H (kJ),sys S (J/K),sys V (cc),sys Cp (J/K),sys dVdT (cc/K),sys dVdP (cc/bar),sys alpha (1/K),sys beta (1/bar),liq dVdT (cc/K),liq dVdP (cc/bar),liq alpha (1/K),liq beta (1/bar)
1,1200.00,4.000,-8.003,8.8994902344186e+01,2.7037,48.0602,1.6831,16.7965,1.4796,0.0471,7.9909,0.0244,8.1761,0.0149,0.0000,11.1934,2.2473,0.0281,0.0112,1.1237,1.1237,0.0000,0.0000,0.0000,-1.4276695707474e+03,-1.0689952538121e+03,2.4347440310578e+02,3.2916045203279e+01,1.3116113874989e+02,3.9179192e-01,3.5135055e-02,1.2144874e-02,2.8385396e-03,1.2883162e-03,6.6734061e-02,3.5523231e-04,5.7744913e-02,5.2157009e-04,0.0000000e+00,1.0339104e-01,1.0632574e-04,3.5742730e-04,3.7598665e-03,2.3617464e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.0946549e-02,1.8147,1.0798920298213e+01,3.2908,-1.6953304423402e+02,-1.3102838977409e+02,2.6137633275584e+01,3.2815144598115e+00,1.3398645474504e+01,-1.5972026149814e+03,-1.2000236435862e+03, 2.6961203638137e+02, 3.6197559663091e+01, 1.4455978422440e+02, 3.3186627189017e-03,-2.5817018919152e-04, 9.1681946235884e-05, 7.1322539860267e-06, 3.1641319875727e-03,-2.5575360518273e-04, 9.6127343611057e-05, 7.7698764721967e-06
2,1190.00,4.000,-8.114,8.4853253305629e+01,2.7012,47.9627,1.7396,17.3290,1.4813,0.0367,8.0530,0.0256,7.7120,0.0156,0.0000,10.8987,2.3474,0.0295,0.0118,1.1785,1.1785,0.0000,0.0000,0.0000,-1.3585643944536e+03,-1.0196091770902e+03,2.3166129061506e+02,3.1413258762495e+01,1.2467997074031e+02,3.9106405e-01,3.7468314e-02,1.2434131e-02,2.8342779e-03,9.7566562e-04,6.8912510e-02,3.6664144e-04,5.4561655e-02,5.5429805e-04,0.0000000e+00,9.9610561e-02,9.9648296e-05,3.5664406e-04,4.1674050e-03,2.5135177e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.2387041e-02,1.8659,4.1460264278053e+00,3.2488,-6.6746719628795e+01,-5.2417242066798e+01,9.7935806732027e+00,1.2761903153603e+00,4.9654929946955e+00,-1.5945364881561e+03,-1.2031530777298e+03, 2.6749370223575e+02, 3.5968533280983e+01, 1.4302791966662e+02, 3.2667239953375e-03,-2.5306096993234e-04, 9.0821718245171e-05, 7.0356210511963e-06, 3.0585308460446e-03,-2.4960616278225e-04, 9.7364328520296e-05, 7.9458856742446e-06
3,1180.00,4.000,-8.227,8.0459731416569e+01,2.6976,47.8759,1.8007,17.9272,1.4800,0.0267,8.1140,0.0270,7.1956,0.0165,0.0000,10.5432,2.4640,0.0311,0.0124,1.2429,1.2429,0.0000,0.0000,0.0000,-1.2857697165518e+03,-9.6714588829367e+02,2.1926423855634e+02,2.9825902425601e+01,1.1781871860475e+02,3.9052929e-01,4.0249911e-02,1.2770487e-02,2.8262402e-03,6.8463329e-04,7.1439212e-02,3.7975835e-04,5.1096144e-02,5.9260116e-04,0.0000000e+00,9.5251920e-02,9.2709541e-05,3.5483174e-04,4.6596842e-03,2.6835519e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.4042701e-02,1.9200,4.3989258597406e+00,3.2569,-7.0573476723409e+01,-5.5538619506737e+01,1.0346390404757e+01,1.3506293451377e+00,5.2518078805253e+00,-1.5918991258301e+03,-1.2063664783703e+03, 2.6530822520719e+02, 3.5728625563292e+01, 1.4139748394924e+02, 3.2106655044661e-03,-2.4770174238601e-04, 8.9862552892737e-05, 6.9328651321115e-06, 2.9461545945714e-03,-2.4314613319842e-04, 9.8778389083798e-05, 8.1521802669654e-06
4,1170.00,4.000,-8.342,7.6456799219777e+01,2.6938,47.8190,1.8567,18.5029,1.4766,0.0178,8.1608,0.0284,6.6993,0.0173,0.0000,10.1786,2.5810,0.0327,0.0131,1.3079,1.3079,0.0000,0.0000,0.0000,-1.2196079200294e+03,-9.1947295173871e+02,2.0797212229543e+02,2.8382217273485e+01,1.1157810653469e+02,3.9035175e-01,4.3131313e-02,1.3068936e-02,2.8157375e-03,4.4223788e-04,7.3964309e-02,3.9291481e-04,4.7803433e-02,6.3212727e-04,0.0000000e+00,9.0932924e-02,8.6015618e-05,3.5203086e-04,5.1926030e-03,2.8600411e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.5724146e-02,1.9759,4.0086120280222e+00,3.2664,-6.4069021230783e+01,-5.0520104802304e+01,9.3884325458049e+00,1.2272229284461e+00,4.7710247316896e+00,-1.5892882955212e+03,-1.2094036755949e+03, 2.6323294177758e+02, 3.5508421609893e+01, 1.3990253342376e+02, 3.1580334702315e-03,-2.4278515878783e-04, 8.8937590775695e-05, 6.8373965324381e-06, 2.8429401679324e-03,-2.3722827318914e-04, 1.0016624636964e-04, 8.3583418061831e-06
5,1160.00,4.000,-8.458,7.2800438938417e+01,2.6897,47.7928,1.9071,19.0544,1.4712,0.0104,8.1922,0.0298,6.2224,0.0182,0.0000,9.8077,2.6984,0.0343,0.0137,1.3736,1.3736,0.0000,0.0000,0.0000,-1.1593247887467e+03,-8.7605022988343e+02,1.9765869508656e+02,2.7066044290415e+01,1.0588723072923e+02,3.9052208e-01,4.6097685e-02,1.3326654e-02,2.8037660e-03,2.5163761e-04,7.6473652e-02,4.0617737e-04,4.4666431e-02,6.7289776e-04,0.0000000e+00,8.6687547e-02,7.9620338e-05,3.4837305e-04,5.7679143e-03,3.0432163e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.7428149e-02,2.0336,3.6622855601229e+00,3.2764,-5.8307221561913e+01,-4.6066475735982e+01,8.5411476997735e+00,1.1177816351999e+00,4.3455063284029e+00,-1.5867024809156e+03,-1.2122845558821e+03, 2.6125522452879e+02, 3.5305784499236e+01, 1.3852771663435e+02, 3.1084036376878e-03,-2.3825954167890e-04, 8.8042333056078e-05, 6.7484562390634e-06, 2.7478144434111e-03,-2.3178999942972e-04, 1.0152257248704e-04, 8.5638668489065e-06
6,1150.00,4.000,-8.575,6.9451622142055e+01,2.6854,47.7994,1.9511,19.5795,1.4639,0.0049,8.2076,0.0313,5.7647,0.0191,0.0000,9.4325,2.8159,0.0360,0.0144,1.4399,1.4399,0.0000,0.0000,0.0000,-1.1042539391603e+03,-8.3639932968919e+02,1.8821249304089e+02,2.5863132676998e+01,1.0068326114163e+02,3.9104809e-01,4.9131564e-02,1.3540310e-02,2.7911515e-03,1.1489571e-04,7.8954891e-02,4.1963203e-04,4.1672658e-02,7.1494680e-04,0.0000000e+00,8.2538661e-02,7.3554933e-05,3.4396597e-04,6.3873721e-03,3.2334327e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.9152519e-02,2.0935,3.3549760355580e+00,3.2871,-5.3201821356549e+01,-4.2113787488822e+01,7.7911912783100e+00,1.0206559934335e+00,3.9686528275530e+00,-1.5841406155946e+03,-1.2150273640262e+03, 2.5936356081110e+02, 3.5118829521361e+01, 1.3725912354023e+02, 3.0613784266980e-03,-2.3407997696072e-04, 8.7171994864920e-05, 6.6653695510650e-06, 2.6598105141267e-03,-2.2677683542384e-04, 1.0284177664573e-04, 8.7683436595259e-06
7,1140.00,4.000,-8.695,6.4267019435948e+01,2.6839,47.7168,2.0724,19.5953,1.5052,0.0032,8.4677,0.0338,5.4040,0.0206,0.0000,9.0690,2.9455,0.0388,0.0156,1.5560,1.5560,0.0000,0.0000,0.0000,-1.0172664884986e+03,-7.7138660411811e+02,1.7399418630753e+02,2.3945805965996e+01,9.2808716934657e+01,3.9121079e-01,5.4271589e-02,1.3094148e-02,2.7345385e-03,7.0561336e-05,8.3230674e-02,4.4242986e-04,3.9084853e-02,7.5769080e-04,0.0000000e+00,7.8697395e-02,6.9304123e-05,3.5148944e-04,7.0308226e-03,3.4863130e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,3.2815938e-02,2.1004,5.1888222452742e+00,2.9736,-8.5180650240511e+01,-6.7868210601931e+01,1.2250956825942e+01,1.7449912660685e+00,6.2925220890736e+00,-1.5815659811258e+03,-1.2182017500750e+03, 2.5713068750721e+02, 3.4941385773496e+01, 1.3564022202416e+02, 2.9853243938268e-03,-2.2603018598688e-04, 8.5438065140829e-05, 6.4688386274116e-06, 2.5301115282455e-03,-2.1680304689417e-04, 1.0565990269187e-04, 9.0539047715510e-06
8,1130.00,4.000,-8.816,5.9205012904822e+01,2.6813,47.6162,2.2185,19.5809,1.5424,0.0022,8.6606,0.0367,5.0125,0.0224,0.0000,8.7832,3.0875,0.0420,0.0169,1.6890,1.6890,0.0000,0.0000,0.0000,-9.3311298874328e+02,-7.0833324790836e+02,1.6019651557917e+02,2.2080345699468e+01,8.5170910995583e+01,3.9032100e-01,6.0239971e-02,1.2576567e-02,2.6832235e-03,4.6033664e-05,8.6953351e-02,4.6702781e-04,3.6222169e-02,8.0314883e-04,0.0000000e+00,7.5693088e-02,6.6022579e-05,3.6089292e-04,7.7165506e-03,3.7364282e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,3.7086069e-02,2.0998,5.0702131135715e+00,2.9670,-8.2553006300330e+01,-6.5752520630369e+01,1.1973406741946e+01,1.7088411706450e+00,6.1423281386898e+00,-1.5789970440464e+03,-1.2212181752649e+03, 2.5498262394006e+02, 3.4777448424530e+01, 1.3409557391017e+02, 2.9097531858184e-03,-2.1793271948609e-04, 8.3667816865081e-05, 6.2664953686587e-06, 2.4035418839939e-03,-2.0680278258666e-04, 1.0885435928894e-04, 9.3659214127088e-06
9,1120.00,4.000,-8.939,5.4968054498795e+01,2.6786,47.5517,2.3469,19.5901,1.5742,0.0011,8.8348,0.0395,4.6550,0.0241,0.0000,8.4555,3.2254,0.0452,0.0182,1.8192,1.8192,0.0000,0.0000,0.0000,-8.6285848284546e+02,-6.5579122360496e+02,1.4863242238129e+02,2.0521488588404e+01,7.8783369036370e+01,3.9017827e-01,6.6295027e-02,1.2118583e-02,2.6283105e-03,2.1496837e-05,9.0749120e-02,4.8989778e-04,3.3700139e-02,8.4648475e-04,0.0000000e+00,7.2314577e-02,6.2308461e-05,3.6709575e-04,8.4167491e-03,3.9851504e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,4.1314623e-02,2.1036,4.2459402081102e+00,2.9856,-6.8802540135857e+01,-5.4917851807386e+01,9.9663986853323e+00,1.4221359823768e+00,5.1173819718199e+00,-1.5764604632325e+03,-1.2239723753408e+03, 2.5301517273204e+02, 3.4632886720749e+01, 1.3276990998881e+02, 2.8450422351065e-03,-2.1112453833775e-04, 8.2148573350137e-05, 6.0960710563945e-06, 2.2964070079354e-03,-1.9842089614024e-04, 1.1190255512132e-04, 9.6689328985791e-06
10,1110.00,4.000,-9.063,5.1051531188823e+01,2.6738,47.5651,2.4482,19.6176,1.5942,0.0001,8.9287,0.0426,4.3028,0.0259,0.0000,8.1184,3.3707,0.0485,0.0196,1.9588,1.9588,0.0000,0.0000,0.0000,-7.9868135371882e+02,-6.0783066422539e+02,1.3798264070666e+02,1.9093094616334e+01,7.2903360838111e+01,3.9056032e-01,7.2228451e-02,1.1666690e-02,2.5802489e-03,1.8674404e-06,9.4158212e-02,5.1405289e-04,3.1303224e-02,8.9250630e-04,0.0000000e+00,6.8960661e-02,5.8491446e-05,3.7150348e-04,9.1614879e-03,4.2336916e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,4.5784341e-02,2.1127,3.9274876197082e+00,3.0099,-6.2873412425690e+01,-5.0196114737631e+01,9.1655262900329e+00,1.3048601038488e+00,4.6999135079006e+00,-1.5739775178950e+03,-1.2266367591729e+03, 2.5112298645993e+02, 3.4501081210472e+01, 1.3152890362946e+02, 2.7823330785324e-03,-2.0483758764898e-04, 8.0644808246991e-05, 5.9371353146698e-06, 2.1951383935008e-03,-1.9069478574186e-04, 1.1497027787328e-04, 9.9876311081978e-06
11,1100.00,4.000,-9.190,4.6165016510696e+01,2.6514,48.3434,2.3552,19.6700,1.5185,0.0000,8.3571,0.0471,3.9125,0.0287,0.0000,7.7706,3.5897,0.0535,0.0217,2.1661,2.1661,0.0000,0.0000,0.0000,-7.2367805082211e+02,-5.5205621753715e+02,1.2498403909621e+02,1.7411433031694e+01,6.5676214623186e+01,3.9569178e-01,7.4636339e-02,1.0968928e-02,2.5872174e-03,3.4726252e-10,9.3038767e-02,5.5945419e-04,2.9185888e-02,9.7283705e-04,0.0000000e+00,6.6191551e-02,5.3879181e-05,3.6876081e-04,1.0091450e-02,4.4706737e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,5.1478710e-02,2.1795,4.9139798468797e+00,3.1423,-7.4084748140355e+01,-5.8563856967437e+01,1.1303128698918e+01,1.5637970093087e+00,5.7062747002969e+00,-1.5717976886991e+03,-1.2298999580696e+03, 2.4898789690093e+02, 3.4374526444870e+01, 1.2994349948328e+02, 2.6876863471837e-03,-1.9771933416860e-04, 7.8188316324712e-05, 5.7519144150452e-06, 2.0548715471349e-03,-1.8192911389357e-04, 1.1801851940587e-04, 1.0448830579448e-05
