Index,T (C),P (kbars),log(10) f O2,liq mass (gm),liq rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,liq G (kJ),liq H (kJ),liq S (J/K),liq V (cc),liq Cp (J/K),activity SiO2,activity TiO2,activity Al2O3,activity Fe2O3,activity MgCr2O4,activity Fe2SiO4,activity MnSi0.5O2,activity Mg2SiO4,activity NiSi0.5O2,activity CoSi0.5O2,activity CaSiO3,activity Na2SiO3,activity KAlSiO4,activity Ca3(PO4)2,activity CO2,activity SO3,activity Cl2O-1,activity F2O-1,activity H2O,liq vis (log 10 poise),sol mass (gm),sol rho (gm/cc),sol G (kJ),sol H (kJ),sol S (J/K),sol V (cc),sol Cp (J/K),sys G (kJ),sys H (kJ),sys S (J/K),sys V (cc),sys Cp (J/K),sys dVdT (cc/K),sys dVdP (cc/bar),sys alpha (1/K),sys beta (1/bar),liq dVdT (cc/K),liq dVdP (cc/bar),liq alpha (1/K),liq beta (1/bar)
1,1200.00,1.000,-8.227,9.4545925383984e+01,2.4912,46.7442,1.5865,15.8653,1.5278,0.0740,8.2209,0.0249,9.2863,0.0214,0.0000,10.5522,2.1154,0.0264,0.0106,2.8864,1.0577,0.0000,0.0000,0.0000,-1.5424516868278e+03,-1.1401680979645e+03,2.7307714004908e+02,3.7952220484247e+01,1.4260756049575e+02,3.4491448e-01,4.1049284e-02,9.4603438e-03,2.6234500e-03,1.3169239e-03,5.7069293e-02,2.5965335e-04,6.5133738e-02,4.7809096e-04,0.0000000e+00,8.4970967e-02,6.3164181e-05,2.9454047e-04,2.3161684e-03,1.5107736e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,9.2368258e-02,1.2466,7.2587915646383e+00,1.8043,-1.1972325236840e+02,-9.0448903707749e+01,1.9872045446157e+01,4.0230680028777e+00,9.5883157490750e+00,-1.6621749391962e+03,-1.2306170016722e+03, 2.9294918549523e+02, 4.1975288487125e+01, 1.5219587624483e+02, 7.3933633923228e-03,-2.4154748907911e-03, 1.7613609480232e-04, 5.7545164735008e-05, 5.7354645599877e-03,-5.9992830531502e-04, 1.5112329362569e-04, 1.5807462584805e-05
2,1190.00,1.000,-8.340,9.3634152079727e+01,2.4903,46.8084,1.6020,16.0198,1.5326,0.0748,8.1765,0.0249,8.9302,0.0203,0.0000,10.6516,2.1360,0.0267,0.0107,2.9176,1.0680,0.0000,0.0000,0.0000,-1.5251375565172e+03,-1.1306047412497e+03,2.6964618478449e+02,3.7598987599567e+01,1.4096951971765e+02,3.4586061e-01,4.1813880e-02,9.3374779e-03,2.6862603e-03,1.3243568e-03,5.7492056e-02,2.5967012e-04,6.2197903e-02,4.5851625e-04,0.0000000e+00,8.5822303e-02,6.0101800e-05,2.9108311e-04,2.4431381e-03,1.5587076e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,9.3762989e-02,1.2990,1.1833407313816e+00,0.5595,-2.1762018254694e+01,-1.4384359610464e+01,5.0424167450603e+00,2.1149323866742e+00,1.9477187106215e+00,-1.6592352494893e+03,-1.2325255300263e+03, 2.9163781763949e+02, 4.1866572468503e+01, 1.5168692956575e+02, 7.3589955683873e-03,-2.3792782007802e-03, 1.7577258262361e-04, 5.6830021195791e-05, 5.6989912741607e-03,-5.9649749664377e-04, 1.5157299805132e-04, 1.5864722289774e-05
3,1180.00,1.000,-8.454,9.2756330528132e+01,2.4895,46.8717,1.6171,16.1714,1.5373,0.0755,8.1290,0.0250,8.5837,0.0192,0.0000,10.7492,2.1562,0.0270,0.0108,2.9490,1.0781,0.0000,0.0000,0.0000,-1.5084712639075e+03,-1.1214586260110e+03,2.6632669572756e+02,3.7258752331718e+01,1.3939581245110e+02,3.4675898e-01,4.2590002e-02,9.2121508e-03,2.7495394e-03,1.3320894e-03,5.7884573e-02,2.5961355e-04,5.9376608e-02,4.3931566e-04,0.0000000e+00,8.6648599e-02,5.7154182e-05,2.8765296e-04,2.5758672e-03,1.6081843e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,9.5196180e-02,1.3516,1.1464905430562e+00,0.5552,-2.1043284346997e+01,-1.3907606632737e+01,4.9105936306460e+00,2.0649609320838e+00,1.8935424877015e+00,-1.6563090313798e+03,-1.2344100634948e+03, 2.9033418387993e+02, 4.1756325824225e+01, 1.5119483278868e+02, 7.3224979725792e-03,-2.3397185023747e-03, 1.7536260262466e-04, 5.6032671845311e-05, 5.6642374135914e-03,-5.9319243256535e-04, 1.5202434486164e-04, 1.5920888259599e-05
4,1170.00,1.000,-8.570,9.1910856319331e+01,2.4887,46.9344,1.6320,16.3202,1.5416,0.0762,8.0785,0.0250,8.2465,0.0181,0.0000,10.8448,2.1760,0.0272,0.0109,2.9805,1.0880,0.0000,0.0000,0.0000,-1.4924224251997e+03,-1.1127107269704e+03,2.6311311937722e+02,3.6930897041304e+01,1.3788340337481e+02,3.4761183e-01,4.3378376e-02,9.0845327e-03,2.8132874e-03,1.3401344e-03,5.8246437e-02,2.5948512e-04,5.6665708e-02,4.2050975e-04,0.0000000e+00,8.7449933e-02,5.4318550e-05,2.8425059e-04,2.7146100e-03,1.6592794e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,9.6669226e-02,1.4047,1.1106773110974e+00,0.5520,-2.0339614830943e+01,-1.3445136416889e+01,4.7774850305145e+00,2.0121333832399e+00,1.8398889036548e+00,-1.6533962025260e+03,-1.2362718297141e+03, 2.8903753727582e+02, 4.1644645611141e+01, 1.5071873786617e+02, 7.2838603133847e-03,-2.2969659663896e-03, 1.7490508579178e-04, 5.5156333609791e-05, 5.6311224655370e-03,-5.9000687582745e-04, 1.5247727287098e-04, 1.5975969258683e-05
5,1160.00,1.000,-8.688,9.1096199897656e+01,2.4880,46.9963,1.6466,16.4661,1.5458,0.0768,8.0251,0.0250,7.9186,0.0171,0.0000,10.9386,2.1955,0.0274,0.0110,3.0122,1.0977,0.0000,0.0000,0.0000,-1.4769621936645e+03,-1.1043429416904e+03,2.6000017581832e+02,3.6614834739352e+01,1.3642940469181e+02,3.4842137e-01,4.4179771e-02,8.9547887e-03,2.8775063e-03,1.3485050e-03,5.8577242e-02,2.5928624e-04,5.4061183e-02,4.0211645e-04,0.0000000e+00,8.8226421e-02,5.1592109e-05,2.8087636e-04,2.8596366e-03,1.7120732e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,9.8183579e-02,1.4580,1.0758400294191e+00,0.5498,-1.9650066733764e+01,-1.2996039369214e+01,4.6430407500906e+00,1.9566068526919e+00,1.7866869197314e+00,-1.6504966834487e+03,-1.2381119882685e+03, 2.8774715952039e+02, 4.1531624060971e+01, 1.5025783543439e+02, 7.2430671982341e-03,-2.2511812043528e-03, 1.7439884333925e-04, 5.4204025372279e-05, 5.5995700413991e-03,-5.8693494560091e-04, 1.5293173057479e-04, 1.6029976641410e-05
6,1150.00,1.000,-8.807,9.0310900394742e+01,2.4872,47.0575,1.6609,16.6093,1.5497,0.0775,7.9687,0.0250,7.5999,0.0162,0.0000,11.0306,2.2146,0.0277,0.0111,3.0441,1.1073,0.0000,0.0000,0.0000,-1.4620631456422e+03,-1.0963380197278e+03,2.5698283801035e+02,3.6310006714567e+01,1.3503106468013e+02,3.4918966e-01,4.4995007e-02,8.8230800e-03,2.9421999e-03,1.3572144e-03,5.8876575e-02,2.5901826e-04,5.1559134e-02,3.8415116e-04,0.0000000e+00,8.8978214e-02,4.8972063e-05,2.7753045e-04,3.0112347e-03,1.7666503e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,9.9740758e-02,1.5118,1.0419226731703e+00,0.5488,-1.8973771070240e+01,-1.2559470923992e+01,4.5072154791401e+00,1.8985310353071e+00,1.7338695242104e+00,-1.6476103987607e+03,-1.2399316349261e+03, 2.8646235983376e+02, 4.1417349040005e+01, 1.4981135161583e+02, 7.2000981861390e-03,-2.2025160534986e-03, 1.7384256484365e-04, 5.3178585895761e-05, 5.5695075527329e-03,-5.8397109055862e-04, 1.5338767619942e-04, 1.6082924334034e-05
7,1140.00,1.000,-8.928,8.9553559867969e+01,2.4865,47.1180,1.6750,16.7498,1.5533,0.0782,7.9094,0.0250,7.2902,0.0152,0.0000,11.1208,2.2333,0.0279,0.0112,3.0761,1.1167,0.0000,0.0000,0.0000,-1.4476991752257e+03,-1.0886794971071e+03,2.5405631257728e+02,3.6015880329063e+01,1.3368575707125e+02,3.4991872e-01,4.5824953e-02,8.6895632e-03,3.0073739e-03,1.3662767e-03,5.9144016e-02,2.5868238e-04,4.9155779e-02,3.6662691e-04,0.0000000e+00,8.9705496e-02,4.6455617e-05,2.7421289e-04,3.1697105e-03,1.8231001e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.0134234e-01,1.5659,1.0088738689767e+00,0.5489,-1.8309926966893e+01,-1.2134646415328e+01,4.3699684355570e+00,1.8380488731486e+00,1.6813732993818e+00,-1.6447372775189e+03,-1.2417318056841e+03, 2.8518247332407e+02, 4.1301904482280e+01, 1.4937854504347e+02, 7.1549278245839e-03,-2.1511143166662e-03, 1.7323481602776e-04, 5.2082690704712e-05, 5.5408659078234e-03,-5.8111006371574e-04, 1.5384507770458e-04, 1.6134828814578e-05
8,1130.00,1.000,-9.051,8.8822837882397e+01,2.4858,47.1778,1.6888,16.8875,1.5567,0.0788,7.8472,0.0250,6.9893,0.0144,0.0000,11.2092,2.2517,0.0281,0.0113,3.1083,1.1258,0.0000,0.0000,0.0000,-1.4338453965653e+03,-1.0813516354346e+03,2.5121602190118e+02,3.5731946959713e+01,1.3239097114619e+02,3.5061047e-01,4.6670538e-02,8.5543909e-03,3.0730355e-03,1.3757064e-03,5.9379124e-02,2.5827975e-04,4.6847452e-02,3.4955443e-04,0.0000000e+00,9.0408489e-02,4.4039991e-05,2.7092354e-04,3.3353908e-03,1.8815170e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.0298999e-01,1.6203,9.7664662246450e-01,0.5501,-1.7657796666490e+01,-1.1720836639363e+01,4.2312631292757e+00,1.7752971964102e+00,1.6291380494726e+00,-1.6418772531767e+03,-1.2435134805438e+03, 2.8390685918513e+02, 4.1185370801757e+01, 1.4895870407601e+02, 7.1075256731782e-03,-2.0971124645658e-03, 1.7257403623704e-04, 5.0918868125774e-05, 5.5135792254921e-03,-5.7834689877274e-04, 1.5430391273413e-04, 1.6185709091778e-05
9,1120.00,1.000,-9.175,8.8084390307835e+01,2.4848,47.2565,1.7008,17.0196,1.5585,0.0715,7.7719,0.0250,6.6958,0.0135,0.0000,11.3002,2.2705,0.0284,0.0114,3.1411,1.1353,0.0000,0.0000,0.0000,-1.4201022328672e+03,-1.0740819572059e+03,2.4837259136585e+02,3.5448583764211e+01,1.3109241580853e+02,3.5138325e-01,4.7513485e-02,8.4110184e-03,3.1397055e-03,1.2476760e-03,5.9545727e-02,2.5802172e-04,4.4634789e-02,3.3327655e-04,0.0000000e+00,9.1126971e-02,4.1706306e-05,2.6749763e-04,3.5098561e-03,1.9425003e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.0468552e-01,1.6769,9.7885104992446e-01,0.5682,-1.7403066975074e+01,-1.1592928562877e+01,4.1706003491314e+00,1.7227250912366e+00,1.6135569769894e+00,-1.6390408089991e+03,-1.2452957436911e+03, 2.8262943600629e+02, 4.1071006732993e+01, 1.4853570802871e+02, 7.0600150024283e-03,-2.0451975809903e-03, 1.7189778298658e-04, 4.9796626469041e-05, 5.4850663050656e-03,-5.7553293691688e-04, 1.5473301674194e-04, 1.6235710310603e-05
10,1110.00,1.000,-9.302,8.7362723857477e+01,2.4838,47.3395,1.7120,17.1486,1.5594,0.0628,7.6905,0.0250,6.4107,0.0127,0.0000,11.3906,2.2893,0.0286,0.0114,3.1741,1.1447,0.0000,0.0000,0.0000,-1.4067485451832e+03,-1.0670623014334e+03,2.4558886870535e+02,3.5172643592547e+01,1.2982875688536e+02,3.5214874e-01,4.8362134e-02,8.2650057e-03,3.2070076e-03,1.0972664e-03,5.9662165e-02,2.5775106e-04,4.2512203e-02,3.1751807e-04,0.0000000e+00,9.1833342e-02,3.9466875e-05,2.6406190e-04,3.6926206e-03,2.0057281e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.0643069e-01,1.7343,9.5821538861804e-01,0.5760,-1.6891022886094e+01,-1.1278647663899e+01,4.0577703886047e+00,1.6634399822976e+00,1.5736056506140e+00,-1.6362203284228e+03,-1.2470657595484e+03, 2.8135393758099e+02, 4.0956261049945e+01, 1.4812110563829e+02, 7.0105658379880e-03,-1.9916666401336e-03, 1.7117201761750e-04, 4.8629112840767e-05, 5.4572674543869e-03,-5.7278328760741e-04, 1.5515659037763e-04, 1.6284908642147e-05
